hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,wind_eligible,solar_eligible,wind_hard_stop,solar_hard_stop,wind_establishment_placement_score,solar_establishment_placement_score,wind_hard_stop_reasons,solar_hard_stop_reasons,wind_exclusion_reason,solar_exclusion_reason,grid_component,road_component,wind_settlement_component,solar_settlement_component,protected_component,culture_component,coastal_component,aviation_component,military_component,grid_distance_m,road_distance_m,settlement_distance_m,protected_distance_m,culture_distance_m,coastal_hard_distance_m,coastal_zone_distance_m,aviation_bird_distance_m,military_distance_m
891f2a67617ffff,9,10,7,False,False,True,True,59.05,69.91,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8636,1.0,0.604,1.0,0.0,0.0,1.0,0.0,1.0,1681.8,688.0,843.6,0.0,112.7,9499.6,6818.2,0.0,8597.8
891f2a6761bffff,9,10,7,False,False,True,True,50.13,59.86,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.8538,1.0,0.0,0.3347,0.0,0.2777,1.0,0.0,1.0,1730.9,294.3,284.1,0.0,249.9,9065.3,6385.5,0.0,8087.6
891f2a67623ffff,9,10,7,False,False,True,True,44.85,55.55,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.7028,1.0,0.0653,0.4705,0.0,0.0,1.0,0.0,1.0,2486.1,240.6,358.8,0.0,0.0,9300.9,6607.0,0.0,9275.9
891f2a67627ffff,9,10,7,False,False,True,True,32.41,32.86,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.6583,0.284,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2708.7,42.6,90.1,0.0,0.0,9125.0,6448.8,0.0,9613.8
891f2a6762bffff,9,10,7,False,False,True,True,36.78,46.52,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6805,0.2213,0.2571,0.7844,0.0,0.0,1.0,0.0,1.0,2597.4,33.2,531.4,0.0,0.0,8984.2,6291.1,0.0,9118.8
891f2a6762fffff,9,10,7,False,False,True,True,33.99,38.62,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.6422,0.4293,0.0,0.2013,0.0,0.0,1.0,0.0,1.0,2789.1,64.4,210.7,0.0,0.0,9142.3,6445.7,0.0,9455.8
891f2a67633ffff,9,10,7,False,False,True,True,51.9,66.12,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.7633,1.0,0.3624,0.9567,0.0,0.0,1.0,0.0,1.0,2183.7,490.7,626.2,0.0,0.0,9356.0,6687.6,0.0,9102.7
891f2a67637ffff,9,10,7,False,False,True,True,46.0,57.19,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.7176,1.0,0.1058,0.5367,0.0,0.0,1.0,0.0,1.0,2412.2,167.0,395.2,0.0,0.0,9090.5,6415.2,0.0,9441.2
891f2a6763bffff,9,10,7,False,False,True,True,52.48,66.25,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7416,1.0,0.4288,1.0,0.0,0.0,1.0,0.0,1.0,2292.1,337.0,685.9,0.0,0.0,9149.1,6460.7,0.0,8938.1
891f2a67643ffff,9,10,7,False,False,True,True,45.19,53.81,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7567,1.0,0.0,0.2838,0.0,0.0,1.0,0.0,1.0,2216.4,270.1,256.1,0.0,0.0,8445.3,5765.2,0.0,7772.6
891f2a67647ffff,9,10,7,False,False,True,True,45.04,54.55,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7516,1.0,0.0,0.3335,0.0,0.0,1.0,0.0,1.0,2242.0,229.0,283.4,0.0,0.0,8565.8,5885.6,0.0,8108.9
891f2a6764bffff,9,10,7,False,False,True,True,46.05,57.51,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7029,1.0,0.1317,0.5791,0.0,0.0,1.0,0.0,1.0,2485.4,551.5,418.5,0.0,0.0,8126.0,5445.8,0.0,7626.0
891f2a6764fffff,9,10,7,False,False,True,True,48.0,60.69,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7033,1.0,0.2393,0.7553,0.0,0.0,1.0,0.0,1.0,2483.4,511.5,515.4,0.0,0.0,8255.7,5575.8,0.0,7961.9
891f2a67653ffff,9,10,7,False,False,True,True,35.22,35.58,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8079,0.186,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1960.7,27.9,0.0,0.0,0.0,8580.1,5897.1,0.0,7587.8
891f2a67657ffff,9,10,7,False,False,True,True,33.73,33.66,buildings_low;cultural_conservation_values;cultural_preservation;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8075,0.08,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1962.7,12.0,0.0,0.0,0.0,8756.7,6076.9,0.0,7925.2
891f2a6765bffff,9,10,7,False,False,True,True,45.04,48.55,buildings_low;natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2242.4,309.3,124.8,0.0,0.0,8261.1,5578.1,0.0,7436.6
891f2a67663ffff,9,10,7,False,False,True,True,48.49,61.91,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6771,1.0,0.3074,0.8667,0.0,0.0,1.0,0.0,1.0,2614.7,276.9,576.7,0.0,0.0,8519.1,5832.8,0.0,8633.8
891f2a67667ffff,9,10,7,False,False,True,True,50.15,63.55,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6517,1.0,0.4389,1.0,0.0,0.0,1.0,0.0,1.0,2741.5,172.1,695.0,0.0,0.0,8667.7,5975.4,0.0,8969.9
891f2a6766bffff,9,10,7,False,False,True,True,43.73,54.11,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6773,1.0,0.0424,0.4331,0.0,0.0,1.0,0.0,1.0,2613.5,596.3,338.2,0.0,0.0,8204.6,5519.6,0.0,8488.2
891f2a6766fffff,9,10,7,False,False,True,True,43.79,54.6,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6528,1.0,0.084,0.5011,0.0,0.0,1.0,0.0,1.0,2735.8,455.2,375.6,0.0,0.0,8351.4,5660.0,0.0,8823.9
891f2a67673ffff,9,10,7,False,False,True,True,46.08,58.15,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7365,0.77,0.2596,0.7884,0.0,0.0,1.0,0.0,1.0,2317.3,115.5,533.6,0.0,0.0,8694.3,6012.0,0.0,8445.3
891f2a67677ffff,9,10,7,False,False,True,True,44.87,52.47,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.7124,0.2833,0.6087,1.0,0.0,0.0,1.0,0.0,1.0,2437.9,42.5,847.8,0.0,0.0,8834.0,6146.5,0.0,8782.0
891f2a6767bffff,9,10,7,False,False,True,True,49.22,62.82,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.6945,1.0,0.3206,0.8882,0.0,0.0,1.0,0.0,1.0,2527.3,418.1,588.5,0.0,0.0,8381.6,5699.9,0.0,8297.9
891f2a67683ffff,9,10,7,False,False,True,True,63.02,76.95,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.9857,1.0,0.2972,0.85,0.0,0.7593,1.0,0.0,1.0,1071.5,591.7,567.5,0.0,683.4,9216.4,6537.1,0.0,8288.6
891f2a67687ffff,9,10,7,False,False,True,True,58.97,72.3,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.943,1.0,0.2528,0.7773,0.0,0.502,1.0,0.0,1.0,1284.8,614.2,527.5,0.0,451.8,9066.3,6384.7,0.0,8627.3
891f2a6768bffff,9,10,7,False,False,True,True,63.63,78.51,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.9537,1.0,0.3902,1.0,0.0,0.7374,1.0,0.0,1.0,1231.4,803.6,651.2,0.0,663.7,9532.9,6854.1,0.0,8100.2
891f2a6768fffff,9,10,7,False,False,True,True,64.25,75.28,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest,0.9247,1.0,0.6011,1.0,0.0,0.4422,1.0,0.0,1.0,1376.6,879.7,841.0,0.0,398.0,9381.4,6700.3,0.0,8439.1
891f2a67693ffff,9,10,7,False,False,True,True,58.88,68.27,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,1.0,1.0,0.0,0.2993,0.0,0.8599,1.0,0.0,1.0,766.5,299.4,264.6,0.0,773.9,9058.6,6381.2,0.0,8146.8
891f2a67697ffff,9,10,7,False,False,True,True,58.05,69.69,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,1.0,1.0,0.0958,0.5204,0.0,0.5402,1.0,0.0,1.0,992.0,468.2,386.2,0.0,486.2,8900.0,6220.4,0.0,8484.8
891f2a6769bffff,9,10,7,False,False,True,True,63.99,77.08,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,1.0,1.0,0.2218,0.7265,0.0,1.0,1.0,0.0,1.0,935.6,513.9,499.6,0.0,909.2,9376.2,6698.9,0.0,7950.0
891f2a676a3ffff,9,10,7,False,False,True,True,55.68,69.03,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.8344,1.0,0.4622,1.0,0.0,0.0,1.0,0.0,1.0,1828.1,538.6,716.0,0.0,20.3,8962.4,6293.3,0.0,9116.9
891f2a676a7ffff,9,10,7,False,False,True,True,52.87,67.4,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.78,1.0,0.3904,1.0,0.0,0.0,1.0,0.0,1.0,2100.0,199.8,651.4,0.0,29.9,8724.6,6056.2,0.0,9455.8
891f2a676abffff,9,10,7,False,False,True,True,59.38,68.71,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8235,1.0,0.6846,1.0,0.0,0.0,1.0,0.0,1.0,1882.3,714.9,916.1,0.0,0.0,9276.6,6607.9,0.0,8936.6
891f2a676afffff,9,10,7,False,False,True,True,53.74,67.29,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,natura_bird_protection;natura_habitat_areas;nature_area_forest;protected_areas;valuable_cultural_environment,0.7763,1.0,0.4448,1.0,0.0,0.0,1.0,0.0,1.0,2118.3,376.1,700.3,0.0,0.0,9040.2,6371.7,0.0,9275.4
891f2a676b3ffff,9,10,7,False,False,True,True,55.64,68.4,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.8913,1.0,0.2126,0.7115,0.0,0.3576,1.0,0.0,1.0,1543.7,474.2,491.3,0.0,321.8,8893.6,6223.3,0.0,8965.9
891f2a676b7ffff,9,10,7,False,False,True,True,51.89,63.5,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;protected_areas,0.8342,1.0,0.1212,0.562,0.0,0.2941,1.0,0.0,1.0,1828.9,361.1,409.1,0.0,264.7,8648.6,5979.1,0.0,9304.6
891f2a676bbffff,9,10,7,False,False,True,True,57.78,70.51,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,natura_bird_protection;natura_designated_land;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8835,1.0,0.5024,1.0,0.0,0.0,1.0,0.0,1.0,1582.3,781.3,752.2,0.0,146.9,9206.1,6535.8,0.0,8778.0
891f2a676c3ffff,9,10,7,False,False,True,True,52.37,56.19,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,0.9127,1.0,0.0,0.0,0.0,0.3512,1.0,0.0,1.0,1436.3,495.7,75.3,21.8,316.1,9041.9,6349.0,0.0,7581.5
891f2a676c7ffff,9,10,7,False,False,True,True,54.57,65.94,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.911,1.0,0.0872,0.5064,0.0,0.4364,1.0,0.0,1.0,1445.1,535.5,378.5,0.0,392.8,9218.1,6535.4,0.0,7920.3
891f2a676cbffff,9,10,7,False,False,True,True,51.45,57.99,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,0.8558,1.0,0.0,0.1331,0.2179,0.0,1.0,0.0,1.0,1721.2,214.0,173.2,217.9,19.5,8723.5,6029.7,0.0,7411.0
891f2a676cfffff,9,10,7,False,False,True,True,48.12,51.84,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest;valuable_cultural_environment,0.8615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1692.5,253.6,66.3,51.3,96.2,8899.1,6216.3,0.0,7749.3
891f2a676d3ffff,9,10,7,False,False,True,True,55.63,59.54,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,buildings_low;natura_bird_protection;natura_habitat_areas;nature_area_forest,0.9594,1.0,0.0,0.0,0.0,0.5954,1.0,0.0,1.0,1203.2,393.1,61.0,53.8,535.9,9176.4,6483.8,0.0,7422.5
891f2a676d7ffff,9,10,7,False,False,True,True,58.38,70.06,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,natura_bird_protection;natura_habitat_areas;nature_area_forest,0.9662,1.0,0.1046,0.5347,0.0,0.6807,1.0,0.0,1.0,1169.2,722.7,394.1,0.0,612.6,9360.3,6668.3,0.0,7761.4
891f2a676dbffff,9,10,7,False,False,True,True,54.59,58.77,buildings_low,buildings_low,buildings_low,buildings_low,0.8989,1.0,0.0,0.0,0.1939,0.2897,1.0,0.0,1.0,1505.7,316.6,81.1,193.9,260.7,8857.3,6164.7,0.0,7242.7
891f2a6c5a3ffff,9,10,3,False,False,True,True,52.37,60.82,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,0.7681,0.8884,0.7964,1.0,0.0,0.4726,0.0,0.0516,0.0,2159.3,1890.5,1016.8,123.9,425.3,128.6,135.2,103.3,128.7
891f2a6c5a7ffff,9,10,5,False,False,True,True,47.45,56.5,military_areas;protected_areas;strand_protection;valuable_cultural_environment,military_areas;protected_areas;strand_protection;valuable_cultural_environment,military_areas;protected_areas;strand_protection;valuable_cultural_environment,military_areas;protected_areas;strand_protection;valuable_cultural_environment,0.7277,0.9261,0.7813,1.0,0.0,0.0,0.0,0.0073,0.0,2361.4,1758.8,1003.2,14.6,110.1,19.6,14.6,14.6,19.6
891f2a6c5b3ffff,9,10,4,False,False,True,True,49.33,64.02,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,0.8292,0.9385,0.475,1.0,0.0,0.5317,0.0,0.0288,0.0,1853.8,1715.4,727.5,132.4,478.5,130.4,74.7,57.7,130.4
891f2a6c5b7ffff,9,10,7,False,False,True,True,47.79,61.44,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,military_areas;protected_areas;strand_protection,0.788,0.9777,0.5467,1.0,0.0,0.2748,0.0,0.0,0.0,2060.1,1577.9,792.0,0.0,247.3,0.0,0.0,0.0,0.0
891f2a6cc83ffff,9,10,2,False,False,True,True,36.1,39.75,strand_protection,strand_protection,strand_protection,strand_protection,0.2591,1.0,0.0,0.2918,0.1694,0.3348,0.0,0.909,1.0,4704.3,339.6,260.5,169.4,301.3,154.5,154.5,1818.1,1332.7
891f2a6cc87ffff,9,10,2,False,False,True,True,36.5,40.39,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.3216,1.0,0.0,0.3467,0.0,0.4373,0.0,1.0,1.0,4391.8,201.7,290.7,133.8,393.6,133.8,123.5,2085.5,1596.2
891f2a6cc93ffff,9,10,7,False,False,True,True,31.6,33.6,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.2479,1.0,0.0,0.172,0.0,0.2586,0.0,0.765,1.0,4760.3,431.3,194.6,0.0,232.7,0.0,0.0,1530.1,1041.6
891f2a6cc97ffff,9,10,7,False,False,True,True,27.15,23.91,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection,0.312,0.6413,0.0,0.0,0.0,0.0,0.0,0.9054,1.0,4439.8,96.2,57.6,50.9,110.8,0.0,0.0,1810.8,1322.9
891f2a6cca3ffff,9,10,2,False,False,True,True,42.82,46.41,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.3865,1.0,0.0,0.3231,0.0,1.0,0.0,1.0,1.0,4067.6,718.4,277.7,152.0,940.8,152.0,161.5,2643.5,2154.3
891f2a6cca7ffff,9,10,7,False,False,True,True,46.63,45.1,buildings_low;strand_protection,buildings_low;strand_protection,buildings_low;strand_protection,buildings_low;strand_protection,0.4445,1.0,0.0,0.0,0.2886,0.6961,0.0,1.0,1.0,3777.5,468.0,80.2,288.6,626.5,0.0,0.0,2932.3,2445.3
891f2a6ccb3ffff,9,10,5,False,False,True,True,40.69,41.72,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.3833,1.0,0.0,0.1813,0.0,0.7444,0.0,1.0,1.0,4083.6,443.0,199.7,80.0,670.0,10.3,10.8,2371.5,1884.1
891f2a6ccb7ffff,9,10,7,False,False,True,True,43.86,41.75,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.4439,1.0,0.0,0.0,0.0,0.9296,0.0,1.0,1.0,3780.7,590.6,0.0,92.1,836.6,21.4,0.0,2665.2,2186.8
