hex_id,population,source_cell_count
8808143633fffff,25,5
8808143635fffff,163,7
8808143637fffff,10,2
8808143639fffff,6,2
880814363bfffff,21,4
880814363dfffff,56,2
8808143681fffff,15,3
8808143683fffff,14,3
8808143687fffff,13,3
8808143691fffff,4,1
8808143695fffff,5,1
8808143697fffff,1,1
8808143699fffff,8,2
880814369bfffff,9,2
880814369dfffff,11,2
88081436a9fffff,8,2
88081436abfffff,7,1
88081436adfffff,12,5
88081436b1fffff,17,4
88081436b7fffff,6,1
88081436b9fffff,8,1
88081436bbfffff,24,4
88081436bdfffff,4,1
88081436c5fffff,17,4
88081436c7fffff,15,3
88081436e5fffff,7,2
88081436e9fffff,18,3
88081436ebfffff,4,1
8808143713fffff,14,2
8808143717fffff,44,5
880814371bfffff,4,1
8808143725fffff,4,1
8808143727fffff,7,2
8808143731fffff,2,1
8808143733fffff,29,5
8808143735fffff,7,1
8808143737fffff,25,3
880814373bfffff,23,6
8808143741fffff,24,4
8808143743fffff,5,1
8808143745fffff,3,1
8808143749fffff,3,1
880814374bfffff,14,4
8808143751fffff,12,4
8808143759fffff,17,5
880814375bfffff,14,3
880814375dfffff,6,3
880814376bfffff,7,1
8808143a83fffff,3,1
8808143a9dfffff,2,1
88081480cdfffff,4,2
88081480e7fffff,1,1
88081480e9fffff,3,1
8808148199fffff,2,1
88081481b3fffff,10,1
88081481d3fffff,2,1
88081481dbfffff,1,1
8808148285fffff,8,1
88081482a9fffff,2,1
88081482abfffff,2,1
88081482e3fffff,5,2
880814880bfffff,1,1
8808148837fffff,6,1
8808148851fffff,5,2
88081488a5fffff,4,2
88081488a7fffff,6,2
88081488c1fffff,4,1
88081488c5fffff,2,1
88081488c7fffff,3,1
88081488cbfffff,3,1
88081488e1fffff,24,4
88081488e5fffff,11,3
88081488e9fffff,10,2
88081488ebfffff,6,2
88081488edfffff,34,4
8808148981fffff,2,1
8808148989fffff,5,1
8808148995fffff,15,3
8808148997fffff,2,1
8808148999fffff,10,1
880814899bfffff,7,2
880814899dfffff,18,2
88081489b9fffff,2,1
88081489c3fffff,5,2
88081489d1fffff,6,2
88081489d7fffff,2,1
88081489ddfffff,1,1
8808148a09fffff,2,1
8808148a0bfffff,1,1
8808148a15fffff,5,1
8808148a3bfffff,2,1
8808148a97fffff,3,1
8808148ab3fffff,1,1
8808148ab5fffff,5,1
8808148ab7fffff,3,1
8808148abbfffff,3,1
8808148d25fffff,8,1
8808148d87fffff,1,1
8808148dbdfffff,1,1
8808148f45fffff,1,1
8808148f6dfffff,4,3
880814a085fffff,5,1
880814a087fffff,1,1
880814a08dfffff,7,3
880814a093fffff,20,4
880814a095fffff,9,3
880814a097fffff,1,1
880814a0a1fffff,5,2
880814a0a3fffff,3,2
880814a0a5fffff,15,3
880814a0a7fffff,1,1
880814a0a9fffff,18,5
880814a0abfffff,11,1
880814a0adfffff,8,3
880814a0b9fffff,8,3
880814a0bbfffff,1,1
880814a0bdfffff,1,1
880814a0e3fffff,4,1
880814a12bfffff,6,1
880814a191fffff,8,3
880814a195fffff,13,2
880814a199fffff,7,2
880814a1b1fffff,11,3
880814a1b5fffff,4,2
880814a1bbfffff,16,3
880814a441fffff,9,1
880814a445fffff,7,2
880814a449fffff,4,1
880814a44bfffff,4,1
880814a44dfffff,25,6
880814a459fffff,4,2
880814a45dfffff,1,1
880814a465fffff,17,3
880814a469fffff,17,4
880814a46dfffff,47,5
880814a541fffff,7,2
880814a543fffff,2,1
880814a545fffff,6,2
880814a547fffff,5,2
880814a549fffff,6,1
880814a54bfffff,3,1
880814a54dfffff,4,1
880814a559fffff,1,1
880814a55dfffff,4,2
880814a569fffff,3,2
880814a607fffff,4,2
880814a611fffff,27,4
880814a615fffff,13,5
880814a617fffff,1,1
880814a619fffff,1,1
880814a61bfffff,25,5
880814a623fffff,5,2
880814a625fffff,5,1
880814a627fffff,7,1
880814a633fffff,21,5
880814a635fffff,2,1
880814a637fffff,3,1
880814a639fffff,9,2
880814a63dfffff,6,3
880814a6c1fffff,101,5
880814a6c5fffff,19,3
880814a6c9fffff,63,6
880814a6cbfffff,132,4
880814a6cdfffff,46,5
880814a6e9fffff,15,2
880814a6edfffff,13,3
880814a701fffff,1,1
880814a703fffff,16,4
880814a709fffff,2,1
880814a711fffff,56,7
880814a713fffff,45,5
880814a715fffff,36,6
880814a717fffff,141,7
880814a71bfffff,18,3
880814a71dfffff,26,4
880814a731fffff,11,3
880814a733fffff,16,2
880814a739fffff,14,4
880814a73bfffff,18,2
880814a743fffff,1,1
880814a881fffff,10,1
880814a885fffff,8,2
880814a889fffff,29,6
880814a88dfffff,2,1
880814a8a1fffff,9,3
880814a8a9fffff,17,3
880814a8c3fffff,20,5
880814a8c5fffff,1,1
880814a8c7fffff,9,1
880814a8c9fffff,9,1
880814a8cbfffff,52,5
880814a8e3fffff,4,1
880814a8ebfffff,41,4
880814a9a7fffff,3,2
880814aa91fffff,3,1
880814aa95fffff,3,2
880814aa97fffff,9,2
880814aa9bfffff,1,1
880814aaa3fffff,3,2
880814aaabfffff,1,1
880814aab1fffff,12,1
880814aab5fffff,26,3
880814aab9fffff,14,4
880814aabbfffff,18,3
880814aabdfffff,39,5
880814ad25fffff,4,1
880814ada7fffff,1,1
880814adb7fffff,1,1
880814af41fffff,48,3
880814af45fffff,50,5
880814af49fffff,3,1
880814af4bfffff,15,3
880814af4dfffff,5,2
880814af69fffff,39,5
880814af6dfffff,2,1
880814b61bfffff,5,1
880814b6c5fffff,13,3
880814b6e3fffff,5,1
880814b6e7fffff,3,1
880814b6ebfffff,1,1
880814b821fffff,3,1
880814b827fffff,2,1
880814b8a3fffff,1,1
880814b919fffff,8,3
880814b91bfffff,14,4
880814b965fffff,3,1
880814b983fffff,2,1
880814b989fffff,1,1
880814b98bfffff,6,1
880814b999fffff,6,1
880814b9c1fffff,14,3
880814b9c3fffff,18,5
880814b9c9fffff,2,1
880814b9cdfffff,25,7
880814b9d5fffff,7,1
880814b9d7fffff,8,3
880814c4b7fffff,4,1
880814c581fffff,6,1
880814c583fffff,18,3
880814c587fffff,6,2
880814c58dfffff,3,1
880814c591fffff,14,3
880814c593fffff,9,2
880814c595fffff,26,4
880814c597fffff,2,1
880814c5adfffff,6,1
880814c5b9fffff,3,2
880814c5c1fffff,3,1
880814c8a7fffff,1,1
880814cea7fffff,10,3
880814ceabfffff,2,1
8808150001fffff,3,2
8808150005fffff,1,1
8808150009fffff,21,3
880815000bfffff,29,5
880815000dfffff,2,1
8808150019fffff,7,2
880815001bfffff,82,3
880815001dfffff,9,2
8808150025fffff,2,1
8808150057fffff,4,1
8808150065fffff,1,1
8808150067fffff,1,1
880815006bfffff,18,1
8808150095fffff,4,2
88081500b3fffff,5,2
88081500b7fffff,1,1
88081500bbfffff,11,2
88081500c1fffff,71,2
88081500c9fffff,734,9
88081500cbfffff,259,5
88081500cdfffff,28,1
88081500d9fffff,286,6
88081500ddfffff,208,6
8808150101fffff,11,2
8808150105fffff,46,4
8808150107fffff,20,2
8808150109fffff,18,2
8808150129fffff,7,3
8808150133fffff,42,1
8808150135fffff,14,3
8808150139fffff,2,1
880815013dfffff,7,2
8808150141fffff,2,1
8808150145fffff,6,2
880815014dfffff,1,1
8808150155fffff,5,2
8808150159fffff,9,3
880815015bfffff,66,4
8808150163fffff,12,3
8808150167fffff,2,1
880815020dfffff,2,1
8808150219fffff,4,2
880815021dfffff,5,3
8808150243fffff,7,1
880815024bfffff,3,1
880815024dfffff,4,1
8808150251fffff,24,3
8808150253fffff,8,3
8808150255fffff,9,2
8808150257fffff,7,3
880815025bfffff,5,1
880815025dfffff,3,1
8808150263fffff,4,1
8808150283fffff,182,4
8808150287fffff,59,3
880815028bfffff,312,5
8808150291fffff,48,3
8808150295fffff,245,4
8808150299fffff,478,6
880815029dfffff,926,7
88081502a3fffff,157,2
88081502a7fffff,111,4
88081502b3fffff,340,5
88081502b5fffff,238,4
88081502b7fffff,404,5
88081502b9fffff,374,5
88081502bdfffff,75,3
88081502c9fffff,40,4
88081502cbfffff,14,4
88081502cdfffff,9,1
88081502d1fffff,62,6
88081502d3fffff,81,4
88081502d5fffff,10,2
88081502d7fffff,294,6
88081502d9fffff,15,2
88081502dbfffff,2,1
88081502ddfffff,16,3
8808150337fffff,2,1
8808150341fffff,2,1
8808150343fffff,2,1
880815034bfffff,5,2
8808150401fffff,111,7
8808150403fffff,107,4
8808150405fffff,694,6
8808150407fffff,850,8
8808150409fffff,326,7
880815040bfffff,7,3
880815040dfffff,416,4
8808150415fffff,4,2
8808150417fffff,45,6
8808150419fffff,10,2
880815041dfffff,20,3
8808150421fffff,1688,8
8808150423fffff,1124,6
8808150425fffff,355,5
8808150427fffff,309,5
8808150429fffff,1848,8
880815042bfffff,712,7
880815042dfffff,490,4
8808150431fffff,681,8
8808150433fffff,17,2
8808150435fffff,1013,8
8808150437fffff,46,4
8808150439fffff,180,4
880815043bfffff,2,1
880815043dfffff,1017,8
8808150441fffff,56,4
8808150443fffff,9,2
8808150447fffff,21,3
8808150449fffff,12,1
880815044bfffff,38,5
880815044dfffff,12,2
8808150451fffff,15,3
8808150453fffff,4,2
8808150455fffff,39,5
8808150457fffff,13,2
8808150459fffff,16,2
880815045bfffff,9,2
880815045dfffff,82,3
8808150463fffff,269,3
8808150467fffff,230,3
880815046bfffff,139,4
88081504a3fffff,10,2
88081504a9fffff,6,2
88081504abfffff,1,1
88081504b3fffff,15,3
88081504b7fffff,17,2
88081504e1fffff,7,1
88081504e3fffff,17,4
88081504e9fffff,23,3
88081504ebfffff,1,1
88081504edfffff,5,1
8808150501fffff,25,3
8808150503fffff,117,6
8808150505fffff,33,5
8808150507fffff,44,4
8808150509fffff,60,5
880815050bfffff,11,2
880815050dfffff,163,7
8808150511fffff,282,7
8808150513fffff,28,4
8808150515fffff,7,2
8808150517fffff,44,5
8808150519fffff,32,3
880815051bfffff,13,4
880815051dfffff,3,1
8808150521fffff,28,4
8808150523fffff,13,3
8808150525fffff,5,1
8808150527fffff,42,4
8808150529fffff,81,6
880815052bfffff,9,2
880815052dfffff,27,3
8808150531fffff,60,7
8808150533fffff,71,6
8808150535fffff,10,3
8808150537fffff,12,2
8808150539fffff,112,5
880815053bfffff,289,5
880815053dfffff,31,5
8808150541fffff,242,6
8808150543fffff,278,6
8808150545fffff,146,2
8808150547fffff,709,8
8808150549fffff,67,6
880815054bfffff,47,4
880815054dfffff,12,3
8808150555fffff,58,1
880815055bfffff,91,2
8808150561fffff,18,2
8808150563fffff,25,5
8808150565fffff,10,4
8808150567fffff,14,3
8808150569fffff,2,1
880815056bfffff,107,5
880815056dfffff,13,2
8808150589fffff,1,1
8808150595fffff,1,1
8808150597fffff,2,1
88081505a1fffff,14,4
88081505a3fffff,22,4
88081505a5fffff,5,1
88081505a7fffff,42,4
88081505a9fffff,8,2
88081505abfffff,10,4
88081505adfffff,12,2
88081505b1fffff,18,2
88081505b5fffff,19,4
88081505b7fffff,4,3
88081505bbfffff,16,5
88081505bdfffff,17,2
88081505c1fffff,82,6
88081505c3fffff,30,4
88081505c5fffff,15,2
88081505c9fffff,286,7
88081505cbfffff,195,7
88081505cdfffff,9,2
88081505d5fffff,10,2
88081505d9fffff,4,1
88081505ddfffff,12,3
88081505e1fffff,1,1
88081505e3fffff,6,1
88081505e5fffff,7,2
88081505e7fffff,17,4
88081505e9fffff,86,4
88081505edfffff,13,3
8808150601fffff,3,1
8808150603fffff,32,5
8808150605fffff,8,2
8808150607fffff,14,4
8808150609fffff,37,5
880815060bfffff,11,4
880815060dfffff,28,3
8808150611fffff,24,4
8808150613fffff,137,8
8808150615fffff,28,6
8808150617fffff,30,5
8808150619fffff,30,3
880815061bfffff,402,6
880815061dfffff,10,3
8808150621fffff,6,1
8808150625fffff,3,1
8808150627fffff,60,4
8808150629fffff,3,1
8808150631fffff,20,4
8808150633fffff,10,3
8808150637fffff,134,6
8808150639fffff,12,2
880815063bfffff,8,3
880815063dfffff,14,2
8808150643fffff,5,1
8808150647fffff,1,1
8808150651fffff,35,6
8808150653fffff,25,4
8808150655fffff,39,5
8808150657fffff,14,2
8808150659fffff,13,3
880815065bfffff,10,2
880815065dfffff,5,2
8808150663fffff,24,2
8808150689fffff,5,1
880815068dfffff,2,1
88081506adfffff,21,3
88081506c1fffff,12,3
88081506c3fffff,47,6
88081506c5fffff,8,2
88081506c7fffff,23,6
88081506cbfffff,25,3
88081506cdfffff,248,4
88081506d1fffff,7,3
88081506d5fffff,12,2
88081506d9fffff,2,1
88081506dbfffff,10,2
88081506ddfffff,44,5
88081506e1fffff,36,3
88081506e3fffff,3,1
88081506e5fffff,19,3
88081506e7fffff,21,4
88081506e9fffff,116,6
88081506ebfffff,16,3
88081506edfffff,12,4
880815071bfffff,6,2
8808150721fffff,1,1
8808150723fffff,12,1
8808150729fffff,72,2
880815072dfffff,60,2
8808150735fffff,8,1
8808150765fffff,91,6
8808150767fffff,308,8
880815076dfffff,2,1
8808150909fffff,12,3
880815090bfffff,2,1
8808150911fffff,23,5
8808150913fffff,34,4
8808150919fffff,17,5
880815091dfffff,17,1
8808150931fffff,1,1
8808150935fffff,14,2
8808150937fffff,3,2
8808150941fffff,6,1
8808150943fffff,120,7
8808150947fffff,24,7
8808150949fffff,2,1
880815094bfffff,39,5
8808150953fffff,3,1
8808150955fffff,4,1
8808150957fffff,20,4
880815095dfffff,35,4
8808150981fffff,11,1
8808150983fffff,68,3
8808150985fffff,35,5
8808150987fffff,33,2
8808150989fffff,25,5
880815098bfffff,7,3
880815098dfffff,13,4
8808150995fffff,5,2
8808150999fffff,5,1
880815099dfffff,16,4
88081509a1fffff,5,1
88081509a3fffff,2,1
88081509a5fffff,24,4
88081509abfffff,6,1
88081509b9fffff,22,2
88081509bdfffff,13,3
88081509c5fffff,6,2
88081509c7fffff,6,3
88081509e3fffff,4,2
88081509e9fffff,21,3
88081509ebfffff,28,5
8808150ac3fffff,3,2
8808150acbfffff,5,2
8808150addfffff,4,1
8808150b23fffff,2,2
8808150b31fffff,1,1
8808150b35fffff,24,5
8808150b37fffff,10,2
8808150b3dfffff,4,1
8808150b4dfffff,2,1
8808150b59fffff,2,1
8808150c05fffff,15,3
8808150c09fffff,1,1
8808150c0dfffff,48,5
8808150c21fffff,9,2
8808150c29fffff,29,5
8808150c2bfffff,12,2
8808150c2dfffff,26,2
8808150c35fffff,6,3
8808150c47fffff,26,5
8808150c49fffff,56,4
8808150c4bfffff,1,1
8808150c61fffff,12,2
8808150c63fffff,19,2
8808150c65fffff,15,3
8808150c67fffff,15,3
8808150c6bfffff,17,3
8808150c6dfffff,14,2
8808150c93fffff,6,3
8808150cb7fffff,1,1
8808150d59fffff,6,1
8808150d5bfffff,8,2
8808150dc9fffff,1,1
8808150dcbfffff,2,1
8808150dd5fffff,9,3
8808150dd7fffff,3,1
8808150dddfffff,16,4
8808150e05fffff,8,1
8808150e09fffff,13,4
8808150e0bfffff,6,2
8808150e0dfffff,26,2
8808150e19fffff,23,2
8808150e1dfffff,4,2
8808150e21fffff,5,2
8808150e23fffff,65,2
8808150e29fffff,20,3
8808150e2bfffff,5,1
8808150e35fffff,11,2
8808150e37fffff,3,1
8808150e41fffff,6,1
8808150e43fffff,42,2
8808150e47fffff,8,2
8808150e4bfffff,1,1
8808150e53fffff,56,4
8808150e55fffff,15,4
8808150e57fffff,27,4
8808150e59fffff,39,5
8808150e5bfffff,15,3
8808150e5dfffff,21,4
8808150e63fffff,17,4
8808150e81fffff,4,1
8808150e89fffff,24,5
8808150e8bfffff,9,3
8808150e8dfffff,5,1
8808150e91fffff,34,5
8808150e93fffff,17,5
8808150e95fffff,1,1
8808150e97fffff,1,1
8808150e99fffff,15,3
8808150e9bfffff,14,3
8808150e9dfffff,10,2
8808150ec1fffff,14,4
8808150ec3fffff,16,4
8808150ec7fffff,30,3
8808150ec9fffff,27,6
8808150ecbfffff,10,3
8808150ed1fffff,6,2
8808150ed3fffff,15,2
8808150ed5fffff,7,1
8808150ed7fffff,10,2
8808150ed9fffff,15,3
8808150edbfffff,17,1
8808150eddfffff,17,3
8808151001fffff,48,4
8808151003fffff,3,2
8808151005fffff,308,7
8808151007fffff,12,2
880815100bfffff,15,2
880815100dfffff,1,1
8808151011fffff,36,7
8808151013fffff,19,4
8808151017fffff,19,2
880815101dfffff,20,4
8808151021fffff,5,2
8808151023fffff,25,5
8808151025fffff,6,2
8808151027fffff,11,2
8808151029fffff,11,3
880815102bfffff,13,3
880815102dfffff,6,2
8808151039fffff,22,2
880815103bfffff,4,1
880815103dfffff,18,1
8808151041fffff,58,6
8808151043fffff,27,3
8808151045fffff,10,2
8808151047fffff,24,2
880815104bfffff,18,3
880815104dfffff,29,4
8808151051fffff,2,1
8808151059fffff,32,6
880815105dfffff,9,1
8808151061fffff,16,1
8808151063fffff,41,4
8808151065fffff,9,1
8808151067fffff,31,3
8808151069fffff,4,1
880815106bfffff,26,5
880815106dfffff,7,2
8808151081fffff,19,3
8808151083fffff,3,1
8808151087fffff,10,1
8808151089fffff,3,1
880815108bfffff,13,4
8808151091fffff,17,4
8808151093fffff,4,1
8808151095fffff,3,2
8808151097fffff,12,3
8808151099fffff,10,2
880815109dfffff,13,1
88081510a3fffff,3,1
88081510a7fffff,5,1
88081510b9fffff,8,2
88081510bdfffff,9,3
88081510c1fffff,2,1
88081510c5fffff,20,3
88081510c7fffff,29,2
88081510c9fffff,3,1
88081510cbfffff,65,4
88081510d1fffff,23,3
88081510d5fffff,28,4
88081510d7fffff,9,3
88081510d9fffff,129,5
88081510dbfffff,120,2
88081510ddfffff,53,6
88081510e1fffff,16,5
88081510e5fffff,5,1
88081510e9fffff,10,2
88081510ebfffff,30,3
88081510edfffff,19,6
8808151109fffff,22,3
880815110bfffff,50,3
880815110dfffff,9,1
8808151119fffff,2,1
880815111dfffff,29,3
8808151143fffff,29,3
8808151145fffff,431,5
8808151147fffff,35,2
8808151149fffff,18,2
880815114bfffff,27,3
880815114dfffff,55,3
8808151151fffff,27,5
8808151153fffff,30,7
8808151155fffff,1,1
8808151157fffff,18,2
8808151159fffff,66,3
880815115bfffff,3,1
880815115dfffff,36,3
8808151161fffff,383,6
8808151165fffff,7,1
8808151169fffff,805,7
880815116bfffff,329,5
880815116dfffff,219,7
8808151185fffff,2,1
88081511a3fffff,4,2
88081511b3fffff,2,1
88081511c1fffff,5,2
88081511c9fffff,2,1
88081511d9fffff,2,2
88081511e1fffff,3,1
88081511ebfffff,18,4
8808151201fffff,910,4
8808151203fffff,1625,6
8808151205fffff,1241,6
8808151207fffff,1288,7
8808151209fffff,1862,8
880815120bfffff,511,5
880815120dfffff,1546,7
8808151211fffff,465,5
8808151213fffff,192,4
8808151215fffff,1369,7
8808151217fffff,366,6
8808151219fffff,392,5
880815121bfffff,1206,6
880815121dfffff,285,5
8808151221fffff,186,1
8808151223fffff,427,4
8808151225fffff,10,1
8808151227fffff,7,2
8808151229fffff,1021,5
880815122bfffff,1232,6
880815122dfffff,91,2
8808151233fffff,13,3
8808151235fffff,1,1
8808151237fffff,20,3
8808151239fffff,1404,7
880815123bfffff,181,3
880815123dfffff,1571,6
8808151241fffff,863,6
8808151243fffff,937,5
8808151245fffff,1900,7
8808151247fffff,1400,7
880815124dfffff,876,7
8808151251fffff,1455,7
8808151253fffff,1260,7
8808151255fffff,2439,8
8808151257fffff,1105,5
8808151259fffff,819,5
880815125bfffff,2329,9
880815125dfffff,662,5
8808151261fffff,458,6
8808151263fffff,1110,8
8808151265fffff,168,4
8808151267fffff,443,4
8808151269fffff,2168,7
880815126bfffff,1154,7
880815126dfffff,15,3
8808151283fffff,36,4
8808151287fffff,85,6
8808151289fffff,2040,8
880815128bfffff,840,7
880815128dfffff,392,3
8808151291fffff,121,4
8808151293fffff,1827,8
8808151295fffff,38,3
8808151297fffff,831,7
8808151299fffff,2244,8
880815129bfffff,2087,7
880815129dfffff,697,7
88081512b3fffff,187,4
88081512b5fffff,2,1
88081512b7fffff,65,6
88081512b9fffff,28,1
88081512bbfffff,12,1
88081512c1fffff,1277,8
88081512c3fffff,1579,7
88081512c5fffff,296,5
88081512c7fffff,2083,8
88081512c9fffff,278,4
88081512cbfffff,1053,7
88081512cdfffff,1049,6
88081512d1fffff,2182,8
88081512d3fffff,2048,7
88081512d5fffff,1905,9
88081512d7fffff,1540,7
88081512d9fffff,1290,7
88081512dbfffff,2057,8
88081512ddfffff,1323,7
88081512e1fffff,62,8
88081512e3fffff,13,3
88081512e5fffff,19,3
88081512e7fffff,17,4
88081512e9fffff,19,3
88081512ebfffff,447,5
88081512edfffff,61,8
8808151301fffff,10,1
8808151307fffff,44,4
880815130bfffff,1,1
8808151311fffff,1,1
8808151313fffff,13,2
8808151317fffff,31,3
8808151319fffff,39,2
880815131bfffff,14,3
8808151321fffff,334,4
8808151323fffff,311,7
8808151325fffff,8,1
8808151327fffff,580,5
880815132bfffff,35,2
8808151331fffff,2,1
8808151333fffff,5,1
8808151335fffff,4,1
8808151337fffff,73,7
880815133bfffff,5,2
880815133dfffff,85,2
8808151341fffff,77,3
8808151343fffff,42,4
8808151345fffff,17,4
8808151349fffff,15,2
880815134dfffff,37,3
8808151353fffff,3,1
8808151359fffff,277,6
880815135bfffff,107,4
880815135dfffff,27,3
8808151369fffff,5,2
8808151425fffff,84,3
8808151465fffff,857,8
880815146dfffff,38,1
8808151501fffff,7,2
8808151509fffff,5,1
880815150bfffff,12,4
880815150dfffff,21,5
8808151511fffff,240,8
8808151513fffff,20,2
8808151515fffff,85,4
8808151517fffff,30,4
8808151519fffff,909,6
880815151bfffff,56,2
880815151dfffff,382,5
8808151523fffff,57,3
8808151527fffff,15,1
8808151529fffff,6,2
880815152bfffff,3,1
880815152dfffff,5,1
8808151531fffff,20,4
8808151533fffff,152,6
8808151535fffff,7,1
8808151537fffff,41,2
8808151539fffff,35,2
880815153bfffff,63,4
880815153dfffff,66,6
8808151543fffff,10,2
8808151547fffff,10,1
8808151551fffff,812,8
8808151553fffff,511,7
8808151555fffff,15,3
8808151557fffff,728,8
8808151559fffff,902,8
880815155bfffff,141,4
880815155dfffff,223,4
8808151563fffff,27,2
8808151565fffff,9,2
8808151567fffff,42,5
88081515e5fffff,26,4
88081515e9fffff,2,1
88081515edfffff,106,5
880815164dfffff,3,1
8808151669fffff,234,2
880815166dfffff,7,1
8808151701fffff,1071,6
8808151703fffff,259,4
8808151705fffff,437,7
8808151707fffff,611,5
8808151709fffff,1588,8
880815170bfffff,251,2
880815170dfffff,682,5
8808151721fffff,302,7
8808151723fffff,36,2
8808151725fffff,128,3
8808151727fffff,51,2
8808151729fffff,1076,6
880815172bfffff,976,5
880815172dfffff,77,2
8808151731fffff,166,6
8808151733fffff,1243,7
8808151735fffff,10,2
8808151737fffff,117,3
8808151739fffff,116,3
880815173bfffff,10,3
880815173dfffff,16,3
8808151741fffff,1202,7
8808151743fffff,1573,7
8808151745fffff,1671,8
8808151747fffff,1205,7
8808151749fffff,7,1
880815174bfffff,545,4
880815174dfffff,1702,6
8808151751fffff,308,3
8808151755fffff,865,5
8808151759fffff,182,3
880815175dfffff,1520,7
8808151761fffff,31,3
8808151763fffff,1202,7
8808151765fffff,12,2
8808151767fffff,216,4
8808151769fffff,231,3
880815176bfffff,295,3
880815176dfffff,425,7
8808151811fffff,50,2
8808151815fffff,7,2
8808151817fffff,48,2
880815183bfffff,7,2
8808151893fffff,2,1
88081518c1fffff,2,1
88081518c5fffff,6,1
88081519a9fffff,2,1
88081519abfffff,6,1
88081519b3fffff,1,1
8808151a01fffff,7,1
8808151a05fffff,10,3
8808151a07fffff,6,3
8808151a0dfffff,7,2
8808151a61fffff,98,4
8808151a63fffff,24,3
8808151a69fffff,46,1
8808151a6bfffff,12,2
8808151a6dfffff,20,4
8808152003fffff,6,1
880815200bfffff,4,1
880815201dfffff,8,2
8808152051fffff,10,3
8808152057fffff,8,2
8808152059fffff,2,1
880815205bfffff,5,1
8808152201fffff,2,1
8808152205fffff,4,2
8808152211fffff,3,1
8808152213fffff,83,2
8808152215fffff,1,1
8808152217fffff,6,1
880815221bfffff,22,4
8808152221fffff,11,2
8808152231fffff,6,1
8808152235fffff,8,3
8808152237fffff,11,3
880815223bfffff,12,5
880815223dfffff,7,2
8808152243fffff,1,1
880815224bfffff,4,1
8808152253fffff,8,3
8808152259fffff,5,2
880815225bfffff,5,1
880815225dfffff,2,1
88081522adfffff,6,2
88081522c5fffff,29,2
88081522cdfffff,18,4
88081522e1fffff,10,4
88081522e3fffff,2,1
88081522e5fffff,7,2
88081522e7fffff,2,1
88081522e9fffff,16,4
88081522ebfffff,12,3
88081522edfffff,1,1
8808152401fffff,4,1
8808152403fffff,4,1
8808152407fffff,21,4
8808152409fffff,15,3
880815240bfffff,6,2
880815240dfffff,9,3
8808152411fffff,2,1
8808152413fffff,9,1
8808152419fffff,9,3
880815241bfffff,15,4
880815241dfffff,14,4
8808152423fffff,3,2
8808152435fffff,6,3
8808152437fffff,9,2
8808152439fffff,7,2
880815243bfffff,2,1
880815243dfffff,18,3
8808152443fffff,10,3
8808152445fffff,3,2
8808152447fffff,5,3
8808152451fffff,22,2
8808152453fffff,3,1
8808152455fffff,10,1
8808152457fffff,4,1
8808152459fffff,66,4
880815245dfffff,7,2
8808152461fffff,3,2
8808152465fffff,6,2
880815246bfffff,5,1
8808152483fffff,6,1
8808152491fffff,26,5
8808152493fffff,9,2
8808152495fffff,17,3
8808152497fffff,8,2
8808152499fffff,25,5
880815249bfffff,5,2
880815249dfffff,14,2
88081524b3fffff,50,2
88081524bbfffff,1,1
88081524cbfffff,17,3
88081524d3fffff,36,4
88081524d9fffff,12,3
88081524dbfffff,15,3
88081524e5fffff,6,2
88081524ebfffff,7,1
8808152559fffff,3,1
88081525c9fffff,1,1
88081525d9fffff,28,5
88081525dbfffff,2,1
88081525ddfffff,6,2
8808152601fffff,22,3
8808152603fffff,26,3
8808152605fffff,18,3
8808152607fffff,12,2
8808152609fffff,19,5
880815260bfffff,24,4
880815260dfffff,2,1
8808152611fffff,2,1
8808152613fffff,18,5
8808152615fffff,16,4
8808152619fffff,40,3
880815261bfffff,10,2
880815261dfffff,20,4
8808152625fffff,6,1
8808152629fffff,2,1
880815262bfffff,3,1
8808152631fffff,3,2
8808152633fffff,9,2
8808152635fffff,6,1
8808152637fffff,29,4
880815263bfffff,5,1
880815263dfffff,2,1
8808152641fffff,16,3
8808152643fffff,4,2
8808152645fffff,21,4
8808152647fffff,5,1
8808152649fffff,90,8
880815264bfffff,11,1
880815264dfffff,15,3
8808152651fffff,27,3
8808152653fffff,36,5
8808152655fffff,7,3
8808152657fffff,12,4
8808152659fffff,5,2
880815265bfffff,22,3
880815265dfffff,16,4
8808152661fffff,15,3
8808152663fffff,27,2
8808152667fffff,5,1
8808152669fffff,3,1
880815266bfffff,8,2
880815266dfffff,10,2
8808152681fffff,13,3
8808152683fffff,11,4
8808152685fffff,12,3
8808152687fffff,17,3
8808152689fffff,15,3
880815268bfffff,46,5
880815268dfffff,6,2
8808152691fffff,293,7
8808152693fffff,190,5
8808152695fffff,47,7
8808152697fffff,850,7
8808152699fffff,4,1
880815269bfffff,32,5
880815269dfffff,62,8
88081526a3fffff,7,2
88081526a5fffff,12,3
88081526a7fffff,6,2
88081526abfffff,13,4
88081526adfffff,2,1
88081526b3fffff,24,4
88081526b5fffff,3,2
88081526b7fffff,14,3
88081526b9fffff,3,2
88081526bbfffff,23,4
88081526bdfffff,13,3
88081526c1fffff,20,2
88081526c3fffff,11,2
88081526c5fffff,8,1
88081526c7fffff,10,3
88081526c9fffff,194,8
88081526cbfffff,14,3
88081526cdfffff,20,4
88081526d5fffff,20,4
88081526d7fffff,11,3
88081526d9fffff,37,4
88081526ddfffff,80,6
