"hex_id","hex_area_m2","potential_area_m2","potential_area_km2","potential_area_share_pct"
"8a1f2a0dab57fff",12673.468458645,10366.8314478733,0.0103668314478733,81.799481189395
"8a1f2a0d959ffff",12673.4695894048,12484.1828378234,0.0124841828378234,98.5064330628165
"8a1f2a0db907fff",12673.4906894751,12657.7667258233,0.0126577667258233,99.8759302860035
"8a1f2a0d86e7fff",12673.5116560943,12673.5116560869,0.0126735116560869,99.9999999999412
"8a1f2a0dab4ffff",12673.5324884057,11268.5843761759,0.0112685843761759,88.914313246799
"8a1f2a0d9417fff",12673.5334505066,1333.3030688609,0.0013333030688609,10.5203736122036
"8a1f2a0dabaffff",12673.5531873107,7152.52202176675,0.00715252202176675,56.4365960836316
"8a1f2a0db977fff",12673.5546002425,8168.01395945507,0.00816801395945507,64.4492742335979
"8a1f2a0d865ffff",12673.5756165758,11873.0797593985,0.0118730797593985,93.6837410262473
"8a1f2a0d8687fff",12673.5964993648,12673.5964993667,0.0126735964993667,100
"8a1f2a0daa27fff",12673.6172485203,8712.82846378873,0.00871282846378873,68.7477639014703
"8a1f2a0db96ffff",12673.6184928231,5828.82274174271,0.00582882274174271,45.991780051163
"8a1f2a0db917fff",12673.639558956,11771.6904001907,0.0117716904001907,92.8832664478926
"8a1f2a0d86f7fff",12673.6604918689,12671.6504776534,0.0126716504776534,99.9841402236017
"8a1f2a0dab5ffff",12673.6812909283,7839.90942709916,0.00783990942709916,61.8597647134374
"8a1f2a0d94a7fff",12673.6823666841,12047.4450275619,0.0120474450275619,95.0587578179453
"8a1f2a0dab87fff",12673.7019559816,4508.74074706924,0.00450874074706924,35.5755623947056
"8a1f2a0db90ffff",12673.7034832202,9085.19409925304,0.00908519409925304,71.6853926027362
"8a1f2a0d86effff",12673.7244655602,8901.93696798105,0.00890193696798105,70.2393127779553
"8a1f2a0d8697fff",12673.7453144975,10671.0168693121,0.0106710168693121,84.1978168608572
"8a1f2a0daa37fff",12673.7660300359,755.523828072008,0.000755523828072008,5.96132062310027
"8a1f2a0db947fff",12673.7673882842,481.779416621663,0.000481779416621663,3.80139071407469
